subject,condition,target_distance,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n,log_bias_sd,log_bias_sem,log_bias_var,log_bias_n,log_bias_m,log_bias_unsigned_sd,log_bias_unsigned_sem,log_bias_unsigned_var,log_bias_unsigned_n,log_bias_unsigned_m
12,SIMULADO,1,0,0,0,4,0.1,0,0,0,4,-0.9,0,0,0,4,0.9,0,0,0,4,0,0,0,4,-1,0,0,0,4,1
14,SIMULADO,1,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,1.75,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.75,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.75,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.07213341321301374,0.03606670660650687,0.005203229301759384,4,0.23856062735983122,0.07213341321301374,0.03606670660650687,0.005203229301759384,4,0.23856062735983122
15,SIMULADO,1,0.1848422751068236,0.0924211375534118,0.034166666666666665,4,0.225,0.1848422751068236,0.0924211375534118,0.034166666666666665,4,-0.775,0.1848422751068236,0.0924211375534118,0.034166666666666665,4,0.775,0.1848422751068236,0.0924211375534118,0.034166666666666665,4,0.3024042127303846,0.1512021063651923,0.0914483078770837,4,-0.7372118693881546,0.3024042127303846,0.1512021063651923,0.0914483078770837,4,0.7372118693881546
16,SIMULADO,1,0.17320508075688776,0.08660254037844388,0.03000000000000001,4,0.85,0.17320508075688776,0.08660254037844388,0.03000000000000001,4,-0.15000000000000002,0.17320508075688776,0.08660254037844388,0.03000000000000001,4,0.15000000000000002,0.17320508075688776,0.08660254037844388,0.03000000000000001,4,0.08943268829576946,0.04471634414788473,0.007998205735808261,4,-0.0774509799928716,0.08943268829576946,0.04471634414788473,0.007998205735808261,4,0.0774509799928716
17,SIMULADO,1,0,0,0,4,0.5,0,0,0,4,-0.5,0,0,0,4,0.5,0,0,0,4,0,0,0,4,-0.3010299956639812,0,0,0,4,0.3010299956639812
18,SIMULADO,1,0,0,0,4,1.5,0,0,0,4,0.5,0,0,0,4,0.5,0,0,0,4,0,0,0,4,0.17609125905568124,0,0,0,4,0.17609125905568124
19,SIMULADO,1,1.0307764064044151,0.5153882032022076,1.0625,4,2.125,1.0307764064044151,0.5153882032022076,1.0625,4,1.125,1.0307764064044151,0.5153882032022076,1.0625,4,1.125,1.0307764064044151,0.5153882032022076,1.0625,4,0.23585582310408376,0.11792791155204188,0.05562796929210485,4,0.2825834421237515,0.23585582310408376,0.11792791155204188,0.05562796929210485,4,0.2825834421237515
21,SIMULADO,1,0.408248290463863,0.2041241452319315,0.16666666666666666,4,1,0.408248290463863,0.2041241452319315,0.16666666666666666,4,0,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.25,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.19809489967265018,0.09904744983632509,0.039241589276317344,4,-0.03123468415207499,0.14687411489543842,0.07343705744771921,0.021572005626318443,4,0.11928031367991561
22,SIMULADO,1,0.4633932814935207,0.23169664074676036,0.21473333333333333,4,0.39,0.4633932814935207,0.23169664074676036,0.21473333333333333,4,-0.61,0.4633932814935207,0.23169664074676036,0.21473333333333333,4,0.61,0.4633932814935207,0.23169664074676036,0.21473333333333333,4,0.9200704796600232,0.4600352398300116,0.8465296875418251,4,-0.9005149978319906,0.9200704796600232,0.4600352398300116,0.8465296875418251,4,0.9005149978319906
23,SIMULADO,1,0.18257418583505536,0.09128709291752768,0.033333333333333326,4,0.5,0.18257418583505533,0.09128709291752767,0.03333333333333332,4,-0.5,0.18257418583505533,0.09128709291752767,0.03333333333333332,4,0.5,0.18257418583505533,0.09128709291752767,0.03333333333333332,4,0.16738009588393443,0.08369004794196722,0.028016096498115085,4,-0.3243923658886187,0.16738009588393443,0.08369004794196722,0.028016096498115085,4,0.3243923658886187
24,SIMULADO,1,0,0,0,4,0.5,0,0,0,4,-0.5,0,0,0,4,0.5,0,0,0,4,0,0,0,4,-0.3010299956639812,0,0,0,4,0.3010299956639812
1,VIRTUAL,1,0.5,0.25,0.25,4,3.25,0.5,0.25,0.25,4,2.25,0.5,0.25,0.25,4,2.25,0.5,0.25,0.25,4,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.5083559388717375,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.5083559388717375
2,VIRTUAL,1,0.09999999999999998,0.04999999999999999,0.009999999999999995,4,0.95,0.09999999999999998,0.04999999999999999,0.009999999999999995,4,-0.04999999999999999,0.09999999999999998,0.04999999999999999,0.009999999999999995,4,0.04999999999999999,0.09999999999999998,0.04999999999999999,0.009999999999999995,4,0.048455006504028196,0.024227503252014098,0.002347887655305415,4,-0.024227503252014098,0.048455006504028196,0.024227503252014098,0.002347887655305415,4,0.024227503252014098
3,VIRTUAL,1,NA,NA,NA,1,0.6,NA,NA,NA,1,-0.4,NA,NA,NA,1,0.4,NA,NA,NA,1,NA,NA,NA,1,-0.22184874961635637,NA,NA,NA,1,0.22184874961635637
4,VIRTUAL,1,0,0,0,4,1.5,0,0,0,4,0.5,0,0,0,4,0.5,0,0,0,4,0,0,0,4,0.17609125905568124,0,0,0,4,0.17609125905568124
5,VIRTUAL,1,0.25,0.125,0.0625,4,0.625,0.25,0.125,0.0625,4,-0.375,0.25,0.125,0.0625,4,0.375,0.25,0.125,0.0625,4,0.1505149978319906,0.0752574989159953,0.022654764572364136,4,-0.22577249674798588,0.1505149978319906,0.0752574989159953,0.022654764572364136,4,0.22577249674798588
6,VIRTUAL,1,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.75,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,-0.25,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.25,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.17379974903075143,0.08689987451537572,0.03020635276315218,4,-0.1505149978319906,0.17379974903075143,0.08689987451537572,0.03020635276315218,4,0.1505149978319906
